110,100
13,23
12,15
8,25
8,6
18,6
28,20
28,20
27,2
17,4
27,21
31,31
23,11
7,6
8,27
21,14
11,2
6,22
14,13
13,21
16,29
24,13
17,21
1,11
20,17
12,16
4,11
13,26
19,19
29,27
12,19
9,20
18,12
11,30
22,21
17,7
18,10
19,2
28,17
12,16
3,21
29,6
1,10
30,17
26,27
10,4
14,19
24,30
28,1
28,19
21,13
25,8
22,10
9,18
26,18
1,26
7,29
1,5
6,28
22,29
23,29
2,4
16,23
2,11
23,27
29,10
8,20
17,28
27,23
12,21
9,10
14,14
6,12
18,11
8,6
8,30
4,7
31,17
27,30
27,18
25,22
28,31
10,11
27,5
3,5
24,9
13,4
22,18
15,7
28,22
12,2
18,13
7,18
28,2
16,23
18,10
12,12
7,19
22,31
22,22
4,14
31,16
15,21
2,29
27,27
19,6
27,3
18,2
20,14
3,3
4,18
