130,100
27,30
10,25
11,22
19,20
8,19
20,14
28,4
2,5
5,28
6,21
17,13
13,10
15,29
2,6
28,19
28,22
18,6
15,26
26,3
12,31
21,31
13,15
1,14
20,6
9,23
24,23
2,6
1,16
3,2
21,28
18,15
18,2
21,2
27,13
4,7
10,24
4,22
7,3
3,24
6,9
13,29
31,14
1,31
29,1
30,18
29,14
2,15
16,20
16,11
30,17
16,8
7,17
27,12
17,29
4,22
6,15
18,3
28,18
31,24
17,29
8,14
12,7
26,25
26,9
2,22
25,17
27,1
1,23
12,17
18,13
6,22
25,23
24,22
7,24
12,23
19,19
3,28
26,29
21,18
4,23
7,26
6,2
26,4
24,4
21,11
15,26
30,6
15,22
25,21
12,5
13,31
24,15
25,16
10,15
2,13
4,8
8,9
8,31
13,31
2,31
8,14
23,6
19,6
26,13
26,6
15,5
3,7
18,28
20,27
9,20
7,12
25,12
18,1
9,28
1,10
25,6
21,16
10,7
19,2
17,12
5,31
16,8
5,2
2,24
27,10
12,2
19,6
13,3
6,21
31,4
