150,100
22,10
24,15
14,6
26,26
20,16
26,3
2,8
22,3
20,9
20,7
20,23
5,29
4,24
2,21
18,26
19,6
4,11
18,18
14,12
10,1
28,2
3,29
10,24
31,29
30,19
2,17
10,7
14,12
30,15
1,15
7,17
20,11
28,7
26,8
16,2
8,10
4,11
7,13
1,4
10,31
20,11
14,28
17,27
8,14
8,6
26,14
22,12
22,16
16,16
24,1
18,29
10,19
6,15
31,7
16,7
4,5
15,17
30,30
10,4
12,17
9,4
30,28
15,21
13,31
3,3
29,18
29,5
5,4
17,2
8,2
8,9
4,23
23,31
19,1
3,30
17,9
31,13
5,14
2,15
11,3
15,8
18,13
11,21
14,27
22,21
26,28
27,27
17,16
26,4
16,26
31,30
3,30
11,6
10,11
20,21
11,4
26,28
14,5
17,27
30,6
14,22
2,7
16,16
22,10
19,6
5,16
2,5
14,12
10,23
20,28
10,30
29,5
25,11
7,10
4,3
13,15
25,14
21,9
27,11
16,12
14,18
27,13
23,9
22,30
30,11
26,8
7,23
10,31
2,17
8,3
19,20
17,10
1,6
16,27
14,1
8,25
18,3
6,7
10,28
6,6
5,31
11,11
23,21
11,22
6,18
25,22
6,8
1,6
14,16
31,25
