140,100
31,6
28,20
5,24
26,30
11,16
7,16
25,25
12,15
6,17
6,8
23,14
12,5
5,13
26,18
24,26
21,23
30,17
11,1
9,5
28,18
18,4
2,11
26,11
25,30
27,29
6,16
9,15
21,13
27,13
31,18
6,18
9,4
4,20
2,10
24,30
27,11
31,26
19,25
5,13
21,30
8,26
14,16
8,1
28,1
14,25
18,19
12,27
20,13
13,21
20,3
17,14
11,14
8,30
6,11
9,26
9,16
19,20
31,24
19,25
24,1
17,9
17,26
4,5
7,14
23,26
16,7
6,27
20,14
25,23
24,2
18,30
15,3
16,14
26,3
5,18
1,19
24,17
13,27
19,19
9,11
12,23
15,17
18,1
28,11
24,18
10,10
16,24
12,30
4,4
1,6
19,31
25,12
14,6
5,2
23,12
10,3
3,24
17,20
24,14
28,16
31,6
23,14
27,1
10,30
4,8
4,23
7,28
1,21
1,5
22,23
16,31
25,18
21,8
6,13
19,2
27,19
5,18
30,31
17,8
27,20
15,31
9,20
25,9
9,25
12,28
16,27
25,7
14,14
13,17
24,31
17,17
16,19
4,14
19,18
19,14
6,1
11,13
20,5
19,26
27,30
