100,50
9,26
15,14
8,26
2,1
19,27
2,7
19,21
17,24
4,31
13,11
6,15
14,13
12,26
20,10
28,13
7,5
6,22
17,11
14,16
12,30
11,11
5,29
29,20
20,1
17,1
9,22
13,23
1,25
15,20
1,12
1,8
14,4
27,30
15,7
13,24
4,23
3,6
19,31
25,7
30,10
5,5
31,15
27,31
6,11
17,7
20,16
12,2
19,5
30,31
9,11
23,12
31,23
18,16
23,11
20,19
21,24
23,18
6,17
16,11
25,30
15,13
14,26
12,31
28,8
30,6
16,20
17,16
11,3
29,31
14,18
16,1
8,8
16,13
24,29
22,15
28,5
25,8
31,5
7,25
11,4
30,26
23,16
8,31
18,6
29,29
21,13
27,28
20,10
8,10
7,29
22,1
2,15
7,30
20,13
24,30
16,22
24,5
4,30
3,20
4,31
