100,130
5,30
19,15
5,5
14,14
19,20
26,18
24,1
30,3
4,28
11,19
3,12
5,23
9,21
21,30
11,9
25,15
8,12
27,10
17,9
23,2
28,17
17,20
17,13
20,19
10,31
6,10
9,10
2,18
28,22
16,7
29,7
19,3
19,14
12,2
20,3
1,15
17,17
1,31
29,21
18,5
20,23
15,26
30,14
12,24
4,28
28,30
1,15
1,19
26,12
18,15
12,18
29,28
3,27
28,30
16,14
3,2
4,17
28,31
30,8
24,1
2,20
30,3
2,29
19,27
9,4
8,19
21,3
15,22
30,9
20,14
21,22
16,24
6,12
23,2
17,13
31,17
2,28
17,3
25,4
27,31
7,2
18,26
4,31
16,31
8,2
14,28
21,27
18,26
5,8
26,21
20,25
4,19
19,20
19,12
24,15
12,28
14,27
22,17
26,4
15,1
