100,70
17,12
20,30
31,10
6,16
22,1
8,12
9,17
8,17
4,19
1,14
15,14
25,15
15,11
13,9
13,1
1,27
12,20
25,11
29,28
27,19
28,1
28,4
17,4
20,18
21,21
1,4
1,23
18,13
31,28
20,12
29,20
7,7
6,30
16,4
26,9
20,21
9,15
24,23
18,12
9,5
30,7
9,28
29,24
8,29
19,27
7,16
13,12
20,18
10,4
19,4
12,6
24,18
20,14
9,4
24,16
9,22
22,17
17,18
7,24
13,25
17,17
7,29
28,27
15,6
28,1
8,9
6,29
24,25
10,31
28,2
15,5
21,3
19,4
18,26
27,30
17,12
14,24
7,10
19,22
14,15
22,19
21,27
14,14
18,23
13,14
24,25
19,12
27,4
15,12
29,9
8,15
18,21
5,25
31,23
13,11
4,1
29,23
25,11
3,11
3,13
