100,90
16,23
26,30
21,24
1,16
6,8
21,7
17,1
31,1
24,30
11,9
22,6
21,24
9,20
12,16
22,3
27,6
23,21
4,12
13,2
25,16
9,14
22,25
13,22
26,5
18,3
14,9
9,1
30,15
19,10
31,9
12,26
12,4
13,13
13,25
14,7
9,20
18,28
13,28
16,5
2,3
8,15
11,14
13,9
28,31
17,25
6,28
19,17
29,31
29,9
22,9
13,30
28,30
25,10
27,9
12,26
11,17
7,19
30,19
26,25
17,11
18,22
5,4
8,1
3,3
9,23
12,21
19,8
17,12
15,10
21,27
4,29
12,10
15,11
27,9
2,12
17,19
2,19
22,7
19,23
10,27
14,21
14,30
28,29
11,10
7,29
5,9
26,16
16,9
24,9
15,25
20,29
13,20
17,1
24,4
21,2
29,1
20,9
31,15
6,10
24,11
