100,100
5,28
17,30
10,1
6,3
8,18
27,27
16,6
13,1
5,4
2,25
3,30
26,23
8,25
4,11
1,25
19,5
19,4
1,28
3,4
28,10
20,24
3,4
27,16
2,31
17,3
23,19
31,17
8,5
8,11
15,8
4,3
10,22
4,8
17,6
12,13
15,31
3,18
1,30
31,2
27,14
2,18
1,1
1,9
5,8
17,18
13,19
20,22
7,21
30,23
27,8
5,8
5,5
23,5
3,22
4,28
4,3
12,3
4,13
11,6
20,25
23,2
12,9
21,19
30,19
10,25
26,12
30,30
17,22
1,17
10,2
11,12
5,23
14,8
4,22
13,21
15,3
22,27
11,12
12,9
28,19
31,23
31,28
19,14
18,18
28,27
19,8
7,21
30,18
28,2
8,8
22,23
8,11
16,18
22,27
25,18
14,22
7,11
18,24
22,2
8,19
