100,40
29,7
10,15
27,23
5,3
17,5
18,27
3,4
22,3
25,10
17,12
7,18
17,3
28,21
6,17
22,1
23,20
8,30
3,3
21,5
3,4
7,20
29,10
23,19
12,14
26,28
23,1
13,8
3,7
26,6
24,15
7,15
3,12
13,3
12,1
8,14
2,14
2,30
23,22
16,1
2,10
27,25
9,8
30,9
14,23
15,6
6,19
18,8
28,29
10,8
27,15
21,28
29,22
25,18
10,9
19,9
16,12
31,24
19,30
2,30
21,14
3,26
1,18
31,28
15,9
4,8
22,22
5,19
12,27
3,19
4,19
27,17
30,27
10,15
23,9
12,10
22,14
4,20
31,3
14,13
9,17
20,30
7,22
15,16
17,16
1,18
1,25
4,31
18,11
12,9
19,23
18,7
5,19
26,3
19,8
13,26
22,30
22,26
21,4
8,4
19,6
