100,20
26,20
6,15
3,9
15,11
4,28
1,3
17,31
10,5
18,1
6,16
8,4
18,26
27,13
16,8
1,3
28,26
23,2
9,25
8,21
2,10
15,31
10,31
31,17
4,17
17,7
30,22
11,16
17,4
29,30
11,29
2,5
21,22
7,27
15,12
14,14
21,29
14,30
28,11
16,30
27,30
3,25
21,13
9,4
14,4
2,23
30,3
27,17
22,31
12,5
12,24
17,1
21,28
29,17
7,11
13,31
9,16
24,29
26,30
30,9
1,1
31,28
1,26
12,23
26,21
25,4
13,10
4,2
6,30
17,10
9,29
9,18
13,30
13,6
29,12
14,27
10,13
21,10
5,1
1,28
22,24
31,3
31,2
5,6
31,19
15,9
16,22
24,27
20,3
1,15
12,14
10,21
24,31
29,26
29,27
23,19
19,22
20,19
21,24
22,21
11,3
