100,10
25,25
11,3
2,24
31,15
28,11
19,30
29,9
3,23
30,11
15,23
22,16
12,13
24,9
21,24
7,27
21,31
18,31
2,19
21,30
31,15
9,19
11,7
25,14
27,21
24,8
12,15
23,21
25,13
27,14
6,2
10,24
31,25
21,1
13,9
29,10
23,6
26,3
10,17
16,3
7,6
8,16
18,30
6,11
10,30
23,15
1,30
5,31
23,25
29,4
31,26
12,23
30,4
23,6
21,5
7,25
10,14
9,26
13,12
5,20
11,27
3,9
25,5
8,17
27,3
18,27
27,27
18,25
31,7
28,18
11,3
11,18
17,17
12,27
27,15
15,4
8,15
12,31
17,17
16,12
17,31
7,12
25,22
3,24
28,31
10,5
2,18
23,16
3,1
9,29
15,21
30,23
2,10
20,18
24,2
30,10
1,5
19,23
27,22
15,21
21,22
