100,60
25,31
31,11
28,31
25,27
21,16
17,17
19,8
3,13
7,15
30,5
6,16
7,15
30,15
13,13
3,21
2,28
21,1
5,17
29,27
10,18
11,25
3,28
30,4
9,5
16,7
9,21
21,13
3,19
27,15
29,28
4,30
22,22
28,24
5,24
19,15
10,28
8,11
24,4
12,1
9,25
7,17
12,25
28,14
12,21
26,10
17,28
6,7
18,1
30,21
24,16
4,31
12,9
8,2
12,17
2,18
10,6
2,20
31,29
31,9
18,26
16,2
20,20
8,6
20,5
26,10
18,27
7,29
2,13
28,12
27,29
27,4
1,28
23,29
23,22
7,10
14,20
11,2
8,16
6,25
18,29
3,4
23,8
30,24
18,26
2,13
21,27
16,22
23,7
19,15
29,23
22,9
12,30
11,19
12,16
13,30
13,13
31,4
18,30
26,4
22,25
