100,120
12,27
2,25
28,31
5,15
16,10
22,14
24,24
1,6
7,8
10,30
10,28
22,17
30,4
15,6
13,15
15,24
10,16
17,6
15,21
18,28
28,9
9,19
1,9
24,5
14,31
3,24
28,24
9,24
25,21
30,6
2,13
29,11
26,14
16,8
2,1
4,27
9,10
12,7
16,2
11,30
2,11
20,29
1,26
19,25
13,17
30,14
29,25
24,22
7,6
29,6
6,30
31,12
9,11
18,24
13,26
20,12
3,8
9,3
31,25
27,12
11,23
25,6
16,17
27,21
21,24
24,26
21,23
7,29
1,22
19,13
15,8
24,17
13,30
18,13
23,13
24,31
3,16
6,16
1,30
5,21
21,27
14,10
16,18
7,16
8,23
26,20
28,16
6,10
14,23
20,4
2,10
3,2
25,6
18,24
3,20
13,23
15,24
30,31
10,3
15,16
