100,140
5,26
26,26
21,11
18,25
18,12
12,4
4,14
23,22
2,10
3,25
22,12
20,4
7,10
19,31
12,2
31,16
27,25
10,14
4,28
5,19
6,14
23,9
27,12
29,29
19,31
20,8
9,8
11,13
16,27
12,27
28,11
9,21
3,17
3,4
11,7
23,16
21,12
23,16
21,20
13,8
17,31
15,25
7,24
4,20
19,16
13,14
24,22
3,24
7,6
28,17
10,17
30,28
28,19
13,15
7,23
22,21
22,4
12,27
27,16
13,12
31,26
25,21
14,26
14,20
29,10
3,7
24,30
4,20
18,14
1,22
3,22
12,25
23,21
18,16
5,30
26,2
22,19
23,4
11,3
21,8
12,21
13,4
20,14
21,4
27,21
23,29
9,1
20,30
22,4
14,24
3,6
26,24
25,15
26,2
17,15
10,26
5,20
27,22
2,14
23,26
