100,150
1,14
21,7
15,10
5,5
11,17
26,13
22,20
4,13
1,29
15,15
10,22
9,14
8,2
2,9
15,24
1,15
7,21
22,19
28,26
21,8
9,15
18,31
2,19
10,2
16,24
15,24
12,23
4,19
23,6
25,6
27,25
21,31
13,9
18,7
1,5
14,10
20,30
7,21
17,16
20,31
7,3
23,16
24,24
4,15
29,28
20,25
20,7
22,1
13,9
5,14
13,17
21,30
15,27
19,29
9,6
26,13
8,15
29,31
8,30
12,5
24,1
27,12
5,18
10,18
24,15
29,3
31,18
2,12
11,18
9,17
21,4
30,29
18,25
26,25
23,7
28,13
5,21
23,7
5,1
22,28
13,19
29,10
5,30
19,15
14,26
30,4
27,26
30,11
19,22
5,8
26,30
20,28
17,11
4,22
10,25
18,20
13,13
28,15
9,15
28,23
